x,y,Sortida
6.25093650406926,7.3563774874181,1
3.09618962145514,-8.95837560760928,1
28.1155184592086,4.33676161775659,0
-17.8767939878521,-15.3185124487087,0
-13.8263702634395,-2.79940730601307,1
-28.9396948798815,-21.4419787768963,0
33.427039746214,-11.9229903411085,0
11.0619424979118,-10.398095243889,1
-1.56079490388453,0.500950210643598,1
10.5880890390482,-12.5362649230784,1
3.39842440003397,-6.77116920057408,1
11.1956725022777,10.9039520096364,0
3.33533098397257,-3.80074405984774,1
16.7995431640657,-19.54688729183,0
1.70964323905976,-4.83876178015733,1
37.5215514331848,-1.12270661727742,0
-21.3805759376278,14.3141115249957,0
-29.9593312329827,-8.6396828699671,0
-29.6629926962372,14.1587661300379,0
-33.167055805892,2.8899095848418,0
-7.25192031482044,-19.6072088578806,0
-3.92365868294635,-10.5593760462302,0
-10.197970560299,3.9205562528997,1
20.0263527045098,-0.891720920708089,1
9.72012485067683,-13.2593728526827,1
20.6705093021226,-11.4834428610756,0
32.8968713411903,12.3285130861867,0
35.9283049042291,5.16163644300042,0
-23.4058454434891,-15.658332817265,0
-27.4455605849842,9.50980888751853,0
14.9162416183076,-4.3337171394485,0
-30.8696779651102,-1.65504382613652,0
1.93073469330952,9.12040828623851,0
2.30616059785762,-4.34673597349429,1
27.4466256658933,-21.3670423749611,0
-1.15114665004025,-18.715820570338,0
-8.09731654763975,4.00699969764646,1
13.028766615226,-2.37593310793288,1
18.3356037025197,18.7713065092845,0
1.5239875216694,-17.8246923453823,0
-11.5738369829081,-5.48157351954727,1
-26.6002087087921,2.02395001717869,1
6.54299710959111,-17.0861515433502,0
-18.0769558526866,17.7963823141327,0
-34.6214889868539,5.86418793842983,0
19.3749283095696,17.8381123134169,0
-19.5483128056069,5.74432933784846,1
-4.37742421185231,-21.3739558176089,0
14.2725024691281,-8.07497738224838,1
-10.6986560094586,-17.077687513201,0
17.9618456468913,5.69637776583592,1
-8.002231878814,-19.3287842925091,0
13.9396058895664,7.65577656966487,1
15.5076047054042,-0.992680190194484,1
-4.38478858286382,-8.55598468564499,0
-36.5121006099478,0.718651219744256,0
-12.8548011037306,9.10924299373485,1
-5.75247824068155,13.7988832653483,0
-17.459447819163,-8.10443303961502,1
-23.0239113447454,-8.302704025891,1
24.4508100570595,-6.82101767135625,0
-5.32597288687175,7.31741529615799,1
29.4705925234829,15.8871517138107,0
-8.27009234495159,11.5182871872389,0
20.4526934415105,16.5368533723805,0
-7.84384470696514,16.3343618847352,0
23.4470712874382,-14.3972222655664,0
19.3858595245383,15.4098552180814,0
-9.31793859253218,20.2218885569185,0
-21.582562386934,11.8891075220834,1
22.0709485654854,16.5006754280573,0
34.1470973005846,-19.0338070397937,0
-13.1050270102844,6.45885750162276,1
13.0160921543322,-7.73975002115231,1
-4.66298132339137,6.17526414932178,1
25.3460452647621,16.7090453612903,0
20.4329231846507,-5.55994227697836,0
-25.2887305424012,11.7364525341281,1
27.5105163813575,-14.6041870193239,0
37.2302836759943,0.867886078122627,0
1.09618269443354,5.60804681108853,0
29.2053577576486,9.41220217517489,0
6.68998020344581,-8.51857136484249,1
-26.2388215021406,-10.3977671852427,1
-22.8104254628336,18.304154322287,0
-7.07143237744308,5.06150760517313,1
18.9016345843925,-17.9002973592497,0
24.7443699997478,5.61867689144811,1
22.0371902757843,-13.5507669927926,0
-13.7921573496766,12.1864463628308,1
2.5888736801752,16.0380222383514,0
-31.1637484134358,-7.3224090795289,0
-29.5103634413165,-16.0417840295442,0
-27.6417662806893,11.6805549665382,0
13.5775751648143,-7.98099572517994,1
-0.366546549185792,-10.8953015142489,1
-23.5820091426639,-13.196717096223,0
-0.379557300743215,-18.9635664962618,0
-26.7817751297717,2.2840723454125,1
-33.8219648351297,-4.23228858043131,0
26.6541632459646,11.0050952359197,0
4.60252407897124,-0.563925892621036,1
32.6502738735064,-5.0694106006182,0
14.9467072421973,-19.2980255500943,0
6.29211335336385,-12.5975744037929,1
23.970188072284,1.93042803644892,0
28.8050567493855,-3.93163706055641,0
37.1572828220488,17.6423810662164,0
-37.9602994728722,-19.523260372601,0
27.7733329169899,-2.48559311290082,0
8.5550516807839,1.66375119581203,1
37.2362156338711,-16.101333584784,0
2.10368526972162,1.80167786533426,1
-1.55622272402337,15.7242004689398,0
22.9024180196684,-13.2872360134826,0
-20.6839368863408,-15.153199543212,0
-0.144833869074382,-19.2993782161898,0
30.4647891284324,7.08725551301883,0
5.67425265389426,-21.1814837550214,0
26.2335420641068,-9.19147079115652,0
18.1366621916505,20.8482483704784,0
6.53501472281216,11.6441799878703,0
-19.2481760250659,-11.277907070789,0
12.6476325162796,8.01310668617844,1
-31.6553061662007,-15.9344015500927,0
9.57294367304033,5.71171334912415,1
12.231786403998,15.7086464770335,0
17.4611410041088,17.5911266638958,0
29.6971608407245,-6.67179030179797,0
36.6550449391541,-0.602351495373611,0
20.4462104855281,7.8987696627231,0
6.18993307853023,8.98136321293361,1
32.5517927358783,-1.72110150317381,0
6.08686779764157,-5.97201892340425,1
-36.7092966863681,-9.66833013375398,0
-28.8146725965096,-18.6470049242908,0
27.5660146211749,-2.4365012739647,0
-1.19346514788021,-14.7089229517505,0
26.209031267796,-4.45504516700404,0
-22.085213614409,18.5057255200603,0
3.9741419569469,0.498712963048707,1
9.87113726489601,18.2222625373734,0
-35.5686828020449,-17.9549066909286,0
8.71821985290268,21.6936356703113,0
-10.456728867248,-17.7569205928186,0
-34.2355239928034,-8.22151028943829,0
-0.79268082252355,12.5565048856772,0
-23.3692098992823,4.505611350492,1
-28.6456351865082,-1.50003244822791,0
-22.3824430110163,-8.88222076768371,1
-26.8648667932684,-16.140397481222,0
-23.6305147400813,-9.01960599880645,1
-34.7584167707531,-14.6684083508532,0
10.275041681351,-8.04742658857634,1
-16.5781189530873,-17.1670540738097,0
2.93334753144587,14.6118703019062,0
14.8323909977692,20.7500811833668,0
-0.0671829753231989,-12.3960640127509,0
2.72088023708461,9.06741564930599,0
-4.16607943750078,-20.2833975337127,0
-28.5811469025467,5.11698544842537,0
-0.732845696430623,7.45202350439392,0
26.827859805902,-20.3631325589518,0
28.4184828454917,-21.8532792832764,0
-17.457630745755,-15.7315684168074,0
-22.1569367349002,15.945840191195,0
4.93844737610329,-9.85435369131207,1
10.6636987123696,1.39442762792815,1
-6.30579967514066,0.977737291849202,1
-22.3458608195495,2.97517945802829,1
34.0429172182808,-7.3465676399655,0
-31.7625882605728,-3.80967169948635,0
-29.9660835797892,-3.76868128724415,0
-27.2048747352961,21.2925585085806,0
-25.349006493392,-19.4594708969436,0
9.19285693908343,-4.55211302083474,1
5.60194212793106,12.818105615188,0
-34.0420803382739,4.14416036253855,0
32.771305230227,-8.3792239281913,0
17.3782878075486,17.6793278792893,0
18.0759656886169,-17.9024124482816,0
-33.1812579473458,-7.96280600504606,0
27.3934827909056,17.0263110470837,0
33.0147890410522,6.92699363146743,0
36.8142717303138,8.1187431732696,0
27.2793500679738,-1.14626050013636,0
21.7024831841423,-15.7852570289638,0
1.01668381265569,19.8406947892457,0
-24.5022130015543,16.8355494337266,0
-7.70719824807593,-2.75270397200842,1
-27.8212249249142,14.7380992402177,0
-35.6523942953837,-7.69369037372938,0
33.3747696612856,-5.82387080713143,0
-15.1007390914342,12.9729365041763,0
-15.5394285798729,-17.6304164853442,0
-12.6968425804507,19.878388537073,0
-2.50281778580722,-21.935147391937,0
11.2630788914279,-9.00258263645773,1
-36.0826582065292,-19.8679996951729,0
26.0077025438694,-2.51942311185858,0
4.48647341914082,12.7532402124643,0
26.9115961447817,18.1949070843049,0
-11.5611812311282,1.46319183936653,1
-4.10197474781219,13.3793635575821,0
-33.8777991824741,2.75705569088565,0
-24.5398274320277,11.0385638863178,1
12.3734127090341,-21.5938644073108,0
-12.8569963645489,-1.02146651826127,1
30.2849464754068,-10.9855008328867,0
-29.02020491805,-8.45159662957118,0
37.1197625876585,20.5457605947242,0
3.03863952688262,-12.812608133848,0
15.72572386853,0.90095512205048,1
37.9613631274256,-12.0759703065025,0
-16.1234497940496,2.95670644855534,1
-6.49628704412376,21.9191951472603,0
-2.67216443648957,-16.1979251838273,0
20.0607379653887,20.0057697357295,0
24.183506956983,-16.5493894940968,0
-30.3831629451426,-13.8055189466428,1
-24.4631115046058,6.44611926566267,1
-10.6677465753619,-16.3605605900432,0
-33.6904436308099,-18.4218978742989,0
1.66331119825723,7.00599038572885,0
-12.4754779245537,-20.79445055241,0
-24.6491537446498,21.3479112364711,0
-22.1200527765217,1.73056167357704,1
30.7916704843393,-5.55126366479974,0
13.3297294775548,9.09633499020734,1
-2.3964168072962,19.6861004739032,0
31.3220680422113,-5.17979665087007,0
-30.0951203167672,8.48797641772937,0
18.6615016013305,4.49113774564933,1
17.9563266253445,12.1113393340821,0
4.70146832140444,4.0407050498726,1
-24.00124858882,-5.44808846349031,1
7.38806262567697,15.4285647822148,0
-15.204788753176,-12.0676516054884,0
-27.8066571050201,13.0661645103433,0
-21.8422834647279,21.862764276696,0
30.0155673335019,-9.62232390368671,0
-32.5695862281846,9.25676290107499,0
-19.5710215208093,7.24425095472558,1
-33.9146661921378,-3.74723654002035,0
-4.42912366310378,-0.0761242999318874,1
-36.9904767644888,19.7614131223398,0
30.1865426739915,19.9399937395935,0
-23.05397745606,10.2486257141924,1
-30.9038407266129,-5.07407979655322,0
-14.6401156313181,-20.2363599312556,0
-3.33961731987564,3.64907778096256,1
-30.2731260845186,2.84735623543228,0
37.649619301787,-6.37196483226044,0
-12.7609446576101,16.7288361240739,0
-15.401641992518,5.47932585178625,1
-33.2845631797079,5.45668403895688,0
-15.3334581365299,-8.98737790339065,0
-34.4773038677383,-18.714083216719,0
0.412538826785422,-9.07693624673571,1
19.8683673884486,-11.6714484240141,0
9.96131994023311,-6.7805152396602,1
-31.168234541017,15.3335757984491,0
-31.8544558420962,-14.9439671977275,1
21.0702807777197,-15.0539674436748,0
30.7902405609914,0.381007864259676,0
2.56666833429202,4.54524400261064,1
-29.7042798847732,-14.8985333860214,0
24.7614731970255,5.95999029338874,1
-12.3045733710349,15.133385337558,0
-15.6580479699872,12.4198453256335,1
18.7198205054796,-10.3590804084167,1
-37.2144170059019,-8.15324565876021,0
-34.3180022167551,-13.9393948530599,0
12.7616252395954,-2.31117600800275,1
7.86356677113848,-7.62614086895483,1
1.98378740046265,-9.6880832417284,1
17.4579180649653,18.9976119703435,0
15.751264883972,-4.41353382964792,0
21.3846559367451,-5.30538109885321,0
-16.113749853323,4.08524377757789,1
14.6324309653754,-18.9857058183198,0
4.30690745726496,-12.9695428674608,1
-7.86441976379896,9.83920423649684,1
-33.3191093038987,3.30649496454855,0
21.2933403933292,-13.1897698399734,0
-12.3436263320446,15.1131351921927,0
8.19780895198388,-3.3558799555369,1
18.3353077621686,1.96904235427833,1
-30.034193610014,1.23056488891629,0
-28.2804831364924,-13.8552558850223,0
3.76504813315505,-18.4056525845089,0
-1.12256494754309,-1.57988058883985,1
29.6761516180173,-20.6555898691783,0
22.7209811897788,-2.86069706783617,0
17.8099223608937,2.54605829821119,1
-34.0987766554598,6.10641368948716,0
-32.4607172684778,-20.4944338151261,0
-31.2719130647212,9.23561968081263,0
22.6746656726604,-14.5497462680005,0
33.6686186073734,4.10882882125554,0
13.9623835030352,4.75485645036402,1
-27.9616953657692,11.9838218274234,0
16.9270650139142,-19.5239609073347,0
-29.6131354711815,15.6079064657315,0
-29.0705432364607,-5.09148967604618,0
10.6945621454103,-4.41676571473026,0
-13.010119678483,-7.68163064247696,0
11.6897137172788,2.43716486139024,1
18.9339911958674,-9.00151545833711,0
6.32211559057059,-5.89071991048833,1
18.2424569270711,-6.64187353844907,0
-20.1531544791593,5.72985844367663,1
17.8567731689,7.23545155550378,1
